17,-51
2,-49
19,-54
17,-51
24,-62
20,-57
10,-48
2,-49
33,-69
17,-51
30,-67
30,-66
32,-67
7,-48
29,-65
9,-48
8,-48
36,-70
5,-49
17,-51
33,-69
33,-68
20,-56
6,-48
33,-68
34,-69
4,-49
7,-48
9,-48
35,-69
3,-49
5,-48
6,-48
19,-53
35,-68
11,-47
31,-64
20,-55
23,-58
13,-48
12,-48
0,-49
23,-58
30,-63
35,-69
18,-50
33,-67
17,-50
31,-65
10,-48
19,-53
35,-72
1,-49
9,-48
6,-48
31,-65
7,-48
3,-49
0,-49
31,-66
36,-72
23,-59
30,-65
16,-49
11,-48
2,-49
34,-70
3,-49
36,-72
32,-67
8,-48
15,-49
13,-48
28,-62
8,-48
29,-63
1,-49
26,-61
22,-58
8,-48
33,-70
18,-52
1,-49
6,-48
26,-61
18,-52
22,-59
24,-60
15,-49
32,-69
26,-61
13,-49
36,-75
8,-48
2,-49
7,-48
3,-49
32,-70
0,-49
25,-60
21,-58
24,-60
15,-49
14,-49
4,-49
24,-59
10,-48
25,-59
2,-49
27,-60
10,-48
33,-69
9,-47
20,-56
2,-48
12,-48
2,-48
3,-48
6,-48
33,-66
31,-62
4,-48
14,-48
11,-47
33,-64
21,-56
2,-48
0,-49
17,-49
18,-50
4,-48
29,-58
34,-64
2,-48
0,-49
25,-57
26,-57
35,-65
0,-48
22,-56
0,-48
33,-62
15,-48
15,-48
23,-57
15,-48
22,-56
16,-48
13,-48
2,-47
10,-47
35,-64
13,-48
22,-57
9,-47
24,-57
7,-48
6,-48
31,-61
9,-47
2,-48
35,-64
15,-48
20,-54
9,-47
35,-64
27,-59
20,-54
2,-48
32,-62
18,-50
9,-48
19,-53
16,-48
11,-48
6,-48
31,-62
25,-59
9,-47
16,-48
12,-48
28,-61
29,-61
22,-57
24,-58
25,-59
10,-47
22,-57
19,-53
35,-67
12,-48
20,-56
21,-57
6,-49
1,-49
0,-49
16,-49
32,-65
11,-48
5,-48
9,-48
7,-48
5,-48
36,-68
3,-48
2,-48
29,-62
15,-48
16,-49
33,-67
11,-48
34,-68
10,-47
22,-58
11,-48
3,-49
2,-48
3,-48
34,-68
3,-48
10,-48
10,-48
8,-48
8,-48
22,-57
9,-47
2,-48
18,-50
13,-48
35,-67
14,-49
20,-55
17,-50
18,-51
34,-67
35,-68
6,-48
1,-49
29,-62
20,-55
22,-58
19,-53
18,-51
6,-48
4,-48
4,-48
29,-62
16,-49
17,-50
4,-48
5,-48
2,-48
31,-63
33,-64
20,-55
28,-61
0,-49
29,-61
0,-49
0,-49
12,-48
31,-63
35,-66
1,-49
12,-48
2,-48
12,-48
15,-48
20,-55
26,-60
25,-59
18,-50
0,-49
24,-58
15,-48
12,-48
4,-48
19,-53
4,-48
30,-62
27,-60
17,-49
2,-48
21,-56
23,-58
19,-53
26,-58
12,-48
14,-48
0,-49
33,-64
14,-49
11,-47
26,-59
27,-60
23,-57
12,-47
32,-63
19,-53
13,-48
4,-48
10,-47
32,-63
16,-48
33,-64
36,-67
35,-66
33,-64
26,-59
32,-63
20,-54
8,-47
32,-63
30,-62
34,-65
19,-53
25,-58
14,-48
9,-48
0,-49
20,-54
28,-60
15,-48
27,-59
13,-48
20,-54
8,-48
19,-53
2,-48
21,-56
14,-48
18,-51
9,-47
15,-48
15,-49
31,-62
13,-48
35,-66
33,-63
27,-59
31,-62
16,-48
19,-53
31,-62
14,-48
5,-48
20,-54
25,-58
9,-47
18,-50
10,-47
6,-48
29,-60
25,-58
7,-48
11,-47
15,-49
19,-52
4,-48
25,-58
35,-66
23,-57
14,-48
3,-48
21,-55
3,-48
31,-62
13,-48
28,-59
14,-49
9,-47
17,-50
4,-48
14,-48
31,-61
9,-47
5,-48
3,-48
29,-59
20,-54
31,-62
9,-47
33,-63
36,-66
17,-50
19,-53
6,-48
35,-65
9,-47
9,-47
17,-49
1,-48
26,-58
14,-48
6,-48
24,-57
13,-48
1,-49
14,-48
31,-62
16,-48
10,-47
13,-48
26,-59
8,-47
5,-48
3,-49
33,-63
1,-49
7,-48
17,-50
10,-47
11,-47
34,-64
16,-49
17,-50
13,-49
25,-59
33,-63
3,-49
18,-50
34,-63
23,-58
20,-54
21,-56
30,-62
27,-61
27,-61
33,-63
34,-64
15,-49
8,-48
21,-57
3,-49
9,-48
29,-63
13,-49
7,-49
11,-48
33,-65
24,-62
13,-49
30,-65
4,-49
35,-68
18,-52
17,-50
31,-65
29,-63
12,-48
6,-49
4,-49
32,-66
7,-49
11,-48
35,-69
13,-49
3,-49
0,-49
24,-59
13,-49
16,-49
18,-50
5,-48
36,-66
9,-47
7,-48
12,-47
1,-49
14,-48
3,-49
10,-47
3,-49
21,-58
0,-49
1,-49
32,-66
1,-49
17,-51
21,-57
3,-49
32,-64
16,-49
4,-49
30,-62
25,-59
24,-58
30,-63
14,-48
31,-65
0,-49
9,-48
6,-49
23,-60
7,-49
6,-49
19,-53
5,-48
22,-58
31,-63
2,-48
33,-65
1,-49
15,-49
0,-49
11,-48
34,-68
18,-51
16,-50
33,-68
12,-48
26,-60
16,-49
9,-47
2,-49
17,-50
26,-60
8,-48
29,-62
7,-48
18,-50
20,-56
17,-50
3,-49
35,-67
20,-56
35,-67
4,-49
30,-63
31,-64
3,-49
34,-67
18,-51
13,-48
5,-49
10,-47
3,-49
12,-48
9,-47
10,-47
4,-48
4,-49
11,-48
25,-60
34,-68
5,-48
28,-62
21,-57
28,-63
22,-59
16,-49
25,-61
31,-65
25,-61
0,-49
6,-49
9,-48
10,-48
4,-49
26,-60
6,-49
18,-51
36,-71
23,-59
20,-57
6,-49
12,-48
30,-63
35,-69
26,-60
24,-59
19,-54
22,-58
20,-56
23,-58
23,-58
26,-58
31,-63
27,-60
6,-49
19,-53
4,-49
16,-49
8,-48
17,-49
8,-48
34,-66
0,-49
32,-63
4,-49
17,-50
19,-53
8,-48
32,-62
1,-49
5,-48
7,-48
10,-47
15,-49
30,-62
31,-63
8,-48
24,-59
31,-63
15,-49
10,-48
2,-49
30,-63
14,-49
6,-48
26,-60
11,-48
23,-59
28,-62
8,-46
35,-68
19,-53
29,-62
20,-55
4,-49
36,-69
1,-49
29,-62
11,-48
20,-55
13,-48
0,-49
36,-69
35,-69
13,-49
18,-50
20,-55
13,-49
33,-67
28,-62
1,-49
10,-48
11,-49
33,-67
15,-49
10,-48
22,-58
36,-69
34,-68
29,-63
32,-66
36,-69
11,-49
6,-49
6,-48
7,-48
3,-49
3,-49
9,-48
15,-49
14,-48
35,-69
6,-49
21,-57
12,-48
9,-48
12,-48
23,-59
35,-69
22,-58
0,-49
26,-61
27,-61
28,-62
29,-63
8,-48
8,-48
28,-62
23,-59
14,-49
24,-60
25,-60
25,-60
32,-66
3,-49
36,-70
5,-49
23,-60
27,-62
8,-48
29,-63
1,-49
23,-59
15,-49
32,-66
33,-67
16,-49
29,-63
34,-68
26,-61
14,-49
0,-49
7,-49
19,-53
1,-49
6,-49
7,-49
15,-49
23,-60
2,-49
10,-48
8,-47
22,-58
4,-49
29,-63
16,-50
15,-49
31,-65
11,-49
13,-49
9,-48
28,-62
6,-49
29,-63
34,-68
1,-49
0,-49
35,-69
24,-60
28,-62
11,-49
22,-59
10,-48
12,-48
29,-63
13,-49
3,-49
36,-70
4,-48
14,-49
15,-49
33,-67
34,-68
32,-66
2,-49
27,-62
30,-64
1,-49
14,-49
33,-67
13,-49
7,-49
7,-49
31,-65
10,-48
13,-49
21,-57
9,-48
19,-53
36,-68
6,-49
