10,-81
36,-60
3,-67
8,-75
7,-71
20,-71
1,-67
32,-63
27,-67
24,-67
34,-62
30,-66
15,-72
5,-66
4,-66
17,-79
27,-68
24,-67
16,-75
17,-83
6,-67
17,-82
20,-72
5,-67
12,-72
21,-69
34,-62
20,-72
19,-76
32,-63
17,-85
21,-69
33,-63
19,-76
36,-60
22,-69
3,-68
21,-70
12,-73
15,-73
17,-81
0,-70
31,-65
7,-68
10,-88
36,-62
1,-69
4,-67
34,-62
15,-73
18,-87
23,-68
26,-66
34,-62
26,-67
34,-63
14,-72
12,-72
20,-71
4,-69
3,-69
15,-73
24,-68
2,-70
4,-69
1,-71
1,-71
4,-69
23,-68
22,-68
3,-70
32,-63
8,-79
33,-63
20,-70
20,-70
23,-67
33,-63
27,-66
14,-70
1,-68
28,-67
3,-68
18,-78
16,-74
2,-68
35,-62
17,-80
0,-69
2,-68
35,-62
2,-68
24,-67
18,-80
26,-66
8,-76
17,-78
7,-72
21,-69
36,-62
32,-63
26,-66
14,-69
15,-70
31,-65
10,-73
10,-73
8,-76
31,-65
25,-68
1,-68
3,-67
6,-69
11,-69
14,-69
9,-81
1,-69
11,-70
29,-67
12,-69
29,-68
17,-77
6,-69
1,-69
32,-65
28,-69
20,-77
35,-63
26,-69
15,-70
25,-70
3,-68
24,-71
7,-69
31,-67
6,-68
27,-72
18,-78
34,-64
35,-63
1,-73
15,-70
28,-73
5,-68
13,-71
6,-68
22,-78
4,-69
4,-69
17,-71
34,-64
0,-80
14,-71
8,-69
9,-72
19,-72
27,-72
16,-70
18,-70
21,-70
14,-73
3,-77
28,-69
11,-82
16,-70
0,-80
21,-69
21,-69
25,-68
13,-79
24,-68
1,-77
18,-69
11,-78
31,-63
32,-63
20,-67
16,-71
2,-75
22,-66
25,-66
24,-65
8,-72
6,-81
19,-67
35,-61
25,-65
3,-74
11,-72
18,-68
0,-68
15,-77
13,-76
7,-81
8,-75
9,-73
17,-70
12,-74
18,-68
21,-65
21,-65
10,-73
36,-59
