19,-41
2,-39
20,-41
6,-39
9,-40
5,-39
32,-40
35,-41
31,-40
11,-41
35,-42
23,-40
27,-40
35,-41
14,-41
5,-39
23,-40
18,-41
16,-41
16,-41
32,-40
13,-41
3,-40
16,-41
15,-41
35,-40
26,-38
6,-40
25,-41
33,-41
27,-40
32,-40
0,-39
24,-40
2,-39
4,-39
21,-41
24,-40
30,-40
8,-40
25,-41
25,-40
8,-40
21,-41
36,-41
4,-39
32,-39
18,-41
10,-41
21,-40
2,-40
31,-40
17,-41
30,-40
22,-41
20,-41
5,-39
19,-41
10,-41
33,-41
34,-40
9,-40
9,-40
24,-41
30,-40
19,-41
12,-41
22,-40
26,-40
2,-40
11,-41
30,-40
29,-40
1,-39
13,-41
22,-41
5,-39
14,-41
0,-40
6,-39
26,-41
0,-39
3,-40
8,-40
18,-41
29,-40
24,-41
27,-40
30,-40
25,-40
11,-41
12,-41
29,-40
31,-40
7,-40
14,-41
24,-40
0,-40
0,-40
10,-41
1,-39
5,-39
35,-40
26,-40
30,-39
36,-41
35,-42
3,-39
2,-39
11,-41
32,-40
12,-41
12,-41
20,-41
19,-41
20,-41
1,-39
0,-40
24,-40
3,-40
13,-41
13,-41
21,-40
16,-40
18,-41
10,-41
8,-40
25,-40
20,-41
13,-41
32,-40
28,-40
20,-41
30,-40
13,-41
10,-41
13,-41
14,-41
0,-39
36,-39
29,-40
0,-40
35,-40
29,-40
26,-39
13,-41
16,-41
20,-41
12,-41
25,-41
17,-41
12,-41
6,-40
27,-40
35,-40
31,-40
0,-40
11,-41
22,-40
35,-41
3,-40
25,-40
17,-41
31,-40
3,-39
14,-41
5,-39
14,-41
7,-40
6,-40
10,-41
28,-40
11,-41
12,-41
34,-41
19,-41
14,-41
1,-39
9,-40
0,-40
25,-41
30,-40
12,-41
15,-41
32,-40
6,-39
3,-40
24,-41
11,-41
18,-41
24,-40
4,-40
3,-39
14,-41
1,-40
26,-40
32,-40
6,-40
21,-41
24,-41
22,-40
26,-41
24,-41
5,-39
23,-40
22,-41
26,-38
23,-40
4,-39
35,-40
7,-40
26,-41
13,-41
13,-41
30,-40
19,-41
12,-41
11,-41
11,-41
16,-41
11,-41
21,-40
25,-41
7,-40
33,-40
20,-41
25,-41
20,-41
35,-41
1,-39
13,-41
33,-41
29,-40
24,-40
3,-40
27,-40
15,-41
18,-41
14,-41
0,-40
32,-40
8,-40
36,-40
26,-40
5,-39
19,-41
17,-41
21,-40
19,-41
25,-40
17,-41
1,-40
0,-40
15,-41
13,-41
27,-40
0,-39
5,-39
4,-39
12,-41
3,-39
7,-40
11,-41
33,-41
29,-39
10,-41
6,-39
31,-40
17,-41
36,-40
34,-41
11,-41
2,-39
5,-40
23,-40
9,-40
25,-40
15,-41
35,-42
0,-39
15,-41
19,-41
23,-41
15,-41
21,-40
25,-40
18,-41
7,-40
22,-41
9,-40
13,-41
29,-40
8,-40
9,-40
23,-40
5,-39
18,-41
26,-39
31,-40
6,-39
19,-41
13,-41
36,-40
26,-40
7,-40
11,-41
8,-40
29,-40
23,-40
10,-41
7,-40
17,-41
6,-40
32,-40
15,-41
6,-39
2,-39
15,-41
29,-40
11,-41
36,-41
36,-40
17,-41
18,-41
18,-41
13,-41
4,-39
24,-40
8,-40
24,-40
6,-39
9,-40
13,-41
8,-40
3,-40
34,-41
4,-39
4,-40
16,-41
5,-39
7,-39
11,-41
4,-39
